latitude,longitude,date_start,date_end,best_est
31.829363,64.608526,05/01/2006 00:00:00,05/01/2006 00:00:00,1
32.62675,65.873313,05/01/2006 00:00:00,05/01/2006 00:00:00,1
34.606895,69.276588,05/01/2006 00:00:00,05/01/2006 00:00:00,2
33.375,68.211389,05/02/2006 00:00:00,05/02/2006 00:00:00,1
32.83333,66,05/03/2006 00:00:00,05/03/2006 00:00:00,1
34.87455,71.146812,05/05/2006 00:00:00,05/05/2006 00:00:00,0
33.016315,65.04411,05/01/2006 00:00:00,05/01/2006 00:00:00,2
33.33333,67.75,05/02/2006 00:00:00,05/02/2006 00:00:00,1
32.373795,62.1157,05/02/2006 00:00:00,05/02/2006 00:00:00,1
31.83052,64.58823,05/02/2006 00:00:00,05/03/2006 00:00:00,1
31.9014,64.7449,05/03/2006 00:00:00,05/03/2006 00:00:00,4
32.83333,66,05/03/2006 00:00:00,05/03/2006 00:00:00,4
31.829363,64.608526,05/04/2006 00:00:00,05/04/2006 00:00:00,3
32.3931,64.4937,05/04/2006 00:00:00,05/04/2006 00:00:00,2
34.531094,69.162796,05/05/2006 00:00:00,05/05/2006 00:00:00,2
31.908849,66.520153,05/05/2006 00:00:00,05/05/2006 00:00:00,4
32.830315,68.899467,05/06/2006 00:00:00,05/07/2006 00:00:00,0
32.358438,67.282844,05/08/2006 00:00:00,05/08/2006 00:00:00,5
32.713324,69.27614,05/08/2006 00:00:00,05/08/2006 00:00:00,4
31.579996,64.377396,05/09/2006 00:00:00,05/09/2006 00:00:00,1
32.120374,64.994325,05/09/2006 00:00:00,05/09/2006 00:00:00,3
33.220631,67.996501,05/10/2006 00:00:00,05/11/2006 00:00:00,1
32.350174,64.772322,05/17/2006 00:00:00,05/17/2006 00:00:00,76
34.50477,62.656947,05/12/2006 00:00:00,05/12/2006 00:00:00,2
31.579996,64.377396,05/14/2006 00:00:00,05/14/2006 00:00:00,1
31.072875,65.158015,05/14/2006 00:00:00,05/14/2006 00:00:00,16
33.105809,65.542705,05/15/2006 00:00:00,05/15/2006 00:00:00,4
32.005213,65.500902,05/15/2006 00:00:00,05/15/2006 00:00:00,1
35.453711,66.598785,05/15/2006 00:00:00,05/15/2006 00:00:00,0
33.494694,70.004791,05/16/2006 00:00:00,05/16/2006 00:00:00,4
31.072875,65.158015,05/17/2006 00:00:00,05/17/2006 00:00:00,19
31.072875,65.158015,05/17/2006 00:00:00,05/18/2006 00:00:00,87
31.4927,65.331341,05/18/2006 00:00:00,05/18/2006 00:00:00,7
33.458893,68.269089,05/18/2006 00:00:00,05/18/2006 00:00:00,15
33.549999,68.416702,05/18/2006 00:00:00,05/18/2006 00:00:00,2
31,65.75,05/20/2006 00:00:00,05/20/2006 00:00:00,2
34.349991,62.200001,05/18/2006 00:00:00,05/18/2006 00:00:00,2
32.120374,64.994325,05/20/2006 00:00:00,05/20/2006 00:00:00,3
34.349991,62.200001,05/18/2006 00:00:00,05/18/2006 00:00:00,1
31.611795,65.705795,05/18/2006 00:00:00,05/18/2006 00:00:00,2
32.48418,65.038714,05/19/2006 00:00:00,05/19/2006 00:00:00,8
32.920909,65.474153,05/19/2006 00:00:00,05/19/2006 00:00:00,21
32.120374,64.994325,05/20/2006 00:00:00,05/20/2006 00:00:00,22
32.612577,66.688212,05/20/2006 00:00:00,05/20/2006 00:00:00,4
33.33333,67.75,05/21/2006 00:00:00,05/22/2006 00:00:00,0
33.2915,68.4366,05/20/2006 00:00:00,05/20/2006 00:00:00,1
34.547772,69.25855,05/21/2006 00:00:00,05/21/2006 00:00:00,3
34.5,62,05/21/2006 00:00:00,05/21/2006 00:00:00,2
33.572292,68.289354,05/21/2006 00:00:00,05/21/2006 00:00:00,1
31.4927,65.331341,05/21/2006 00:00:00,05/22/2006 00:00:00,36
33.016315,65.04411,05/22/2006 00:00:00,05/22/2006 00:00:00,15
32.62675,65.873313,05/23/2006 00:00:00,05/23/2006 00:00:00,29
34.4472,68.794,05/22/2006 00:00:00,05/22/2006 00:00:00,4
34.093087,64.338716,05/23/2006 00:00:00,05/23/2006 00:00:00,0
32.252137,68.326306,05/24/2006 00:00:00,05/24/2006 00:00:00,3
33.302296,68.325691,05/24/2006 00:00:00,05/24/2006 00:00:00,1
32.120374,64.994325,05/24/2006 00:00:00,05/25/2006 00:00:00,15
33.063712,68.344562,05/26/2006 00:00:00,05/26/2006 00:00:00,14
29.483333,63.7,05/26/2006 00:00:00,05/26/2006 00:00:00,5
33.4959,69.1025,05/26/2006 00:00:00,05/26/2006 00:00:00,1
34.531094,69.162796,05/26/2006 00:00:00,05/26/2006 00:00:00,2
34.95,71.133333,05/28/2006 00:00:00,05/28/2006 00:00:00,1
31,64,05/26/2006 00:00:00,05/28/2006 00:00:00,3
32.88363,68.06357,05/29/2006 00:00:00,05/30/2006 00:00:00,8
33.408092,68.385391,05/28/2006 00:00:00,05/28/2006 00:00:00,4
32.48418,65.038714,05/29/2006 00:00:00,05/29/2006 00:00:00,0
31.072875,65.158015,05/29/2006 00:00:00,05/29/2006 00:00:00,1
37.05857,65.986983,05/30/2006 00:00:00,05/30/2006 00:00:00,0
36.872475,70.468598,05/30/2006 00:00:00,05/30/2006 00:00:00,0
32.209067,66.996744,05/31/2006 00:00:00,05/31/2006 00:00:00,1
32.92962,66.2608,05/31/2006 00:00:00,05/31/2006 00:00:00,2
32.373795,62.1157,06/01/2006 00:00:00,06/01/2006 00:00:00,0
32.25,67.25,06/01/2006 00:00:00,06/01/2006 00:00:00,1
34.33333,70.41667,06/01/2006 00:00:00,06/01/2006 00:00:00,0
31,64,06/01/2006 00:00:00,06/01/2006 00:00:00,3
32.774757,67.609726,06/01/2006 00:00:00,06/02/2006 00:00:00,1
32.774757,67.609726,06/01/2006 00:00:00,06/02/2006 00:00:00,1
33.33333,67.75,06/02/2006 00:00:00,06/02/2006 00:00:00,5
34.428844,70.45575,06/03/2006 00:00:00,06/03/2006 00:00:00,1
31.756763,65.647486,06/02/2006 00:00:00,06/02/2006 00:00:00,4
34.95455,70.914272,06/02/2006 00:00:00,06/02/2006 00:00:00,0
32.4097,66.3731,06/02/2006 00:00:00,06/02/2006 00:00:00,12
32.92962,66.2608,06/02/2006 00:00:00,06/02/2006 00:00:00,15
32.5695,67.4774,06/04/2006 00:00:00,06/04/2006 00:00:00,4
33.016315,65.04411,06/03/2006 00:00:00,06/03/2006 00:00:00,3
32.378207,66.335951,06/03/2006 00:00:00,06/03/2006 00:00:00,11
31,62.5,06/03/2006 00:00:00,06/04/2006 00:00:00,6
31.611795,65.705795,06/04/2006 00:00:00,06/04/2006 00:00:00,5
32.62675,65.873313,06/07/2006 00:00:00,06/07/2006 00:00:00,5
33.305843,68.446963,06/08/2006 00:00:00,06/08/2006 00:00:00,3
32.25,67.25,06/04/2006 00:00:00,06/04/2006 00:00:00,2
32.468709,64.47606,06/04/2006 00:00:00,06/04/2006 00:00:00,21
32.061,66.887,06/05/2006 00:00:00,06/05/2006 00:00:00,5
32.584696,65.465693,06/05/2006 00:00:00,06/05/2006 00:00:00,2
32.511956,66.987372,06/05/2006 00:00:00,06/05/2006 00:00:00,30
33.366944,69.960555,06/06/2006 00:00:00,06/06/2006 00:00:00,1
34.227055,70.146752,06/06/2006 00:00:00,06/06/2006 00:00:00,2
34.95,71.133333,06/06/2006 00:00:00,06/06/2006 00:00:00,3
33.549999,68.416702,06/07/2006 00:00:00,06/07/2006 00:00:00,2
31.072875,65.158015,06/08/2006 00:00:00,06/08/2006 00:00:00,2
33.244188,62.359647,06/08/2006 00:00:00,06/08/2006 00:00:00,4
32.683043,66.030379,06/08/2006 00:00:00,06/08/2006 00:00:00,13
35,69.58333,06/08/2006 00:00:00,06/08/2006 00:00:00,3
32.373795,62.1157,06/09/2006 00:00:00,06/09/2006 00:00:00,1
32.495924,67.394208,06/09/2006 00:00:00,06/09/2006 00:00:00,2
34.369083,69.218387,06/09/2006 00:00:00,06/09/2006 00:00:00,3
32.6604,62.1207,06/10/2006 00:00:00,06/10/2006 00:00:00,4
31.611795,65.705795,06/10/2006 00:00:00,06/10/2006 00:00:00,2
33.694954,68.892803,06/10/2006 00:00:00,06/11/2006 00:00:00,1
33.376492,68.393791,06/11/2006 00:00:00,06/11/2006 00:00:00,1
32.120374,64.994325,06/11/2006 00:00:00,06/11/2006 00:00:00,11
32.5539,65.3358,06/11/2006 00:00:00,06/11/2006 00:00:00,15
31.506594,65.334198,06/11/2006 00:00:00,06/11/2006 00:00:00,12
33.414025,68.207658,06/12/2006 00:00:00,06/12/2006 00:00:00,1
33.589794,69.232445,06/12/2006 00:00:00,06/12/2006 00:00:00,0
33.305843,68.446963,06/12/2006 00:00:00,06/12/2006 00:00:00,0
32.465816,64.737566,06/13/2006 00:00:00,06/13/2006 00:00:00,1
34.95,71.133333,06/13/2006 00:00:00,06/13/2006 00:00:00,1
31.579996,64.377396,06/15/2006 00:00:00,06/15/2006 00:00:00,1
31.611795,65.705795,06/15/2006 00:00:00,06/15/2006 00:00:00,10
32.25,67.25,06/13/2006 00:00:00,06/13/2006 00:00:00,2
32.713324,69.27614,06/14/2006 00:00:00,06/14/2006 00:00:00,0
33.220631,67.996501,06/14/2006 00:00:00,06/14/2006 00:00:00,1
33.158342,69.327506,06/14/2006 00:00:00,06/14/2006 00:00:00,26
33.220631,67.996501,06/14/2006 00:00:00,06/14/2006 00:00:00,1
32.6018,67.4925,06/14/2006 00:00:00,06/15/2006 00:00:00,10
33.158342,69.327506,06/14/2006 00:00:00,06/15/2006 00:00:00,14
31.984,63.266,06/15/2006 00:00:00,06/15/2006 00:00:00,3
32.4097,66.3731,06/17/2006 00:00:00,06/17/2006 00:00:00,8
33.472932,68.657758,06/15/2006 00:00:00,06/15/2006 00:00:00,2
34.87455,71.146812,06/16/2006 00:00:00,06/16/2006 00:00:00,2
33.105809,65.542705,06/16/2006 00:00:00,06/16/2006 00:00:00,40
31,65.75,06/16/2006 00:00:00,06/16/2006 00:00:00,4
32.495924,67.394208,06/18/2006 00:00:00,06/18/2006 00:00:00,2
32.7528,65.9088,06/16/2006 00:00:00,06/16/2006 00:00:00,5
31.984,63.266,06/17/2006 00:00:00,06/17/2006 00:00:00,1
31.829363,64.608526,06/17/2006 00:00:00,06/17/2006 00:00:00,3
32.3225,65.118611,06/17/2006 00:00:00,06/17/2006 00:00:00,6
32.973194,62.099499,06/18/2006 00:00:00,06/18/2006 00:00:00,2
32.120374,64.994325,06/18/2006 00:00:00,06/18/2006 00:00:00,5
32.6839,65.9222,06/18/2006 00:00:00,06/18/2006 00:00:00,10
32.860043,67.181449,06/18/2006 00:00:00,06/18/2006 00:00:00,2
32.120374,64.994325,06/18/2006 00:00:00,06/18/2006 00:00:00,27
33.016315,65.04411,06/19/2006 00:00:00,06/19/2006 00:00:00,5
32.771851,62.753066,06/19/2006 00:00:00,06/19/2006 00:00:00,0
31.507365,65.850348,06/20/2006 00:00:00,06/20/2006 00:00:00,1
32.975216,69.395751,06/20/2006 00:00:00,06/20/2006 00:00:00,8
32.563758,68.131147,06/20/2006 00:00:00,06/20/2006 00:00:00,6
31.625941,63.861445,06/20/2006 00:00:00,06/20/2006 00:00:00,0
32.465816,64.737566,06/20/2006 00:00:00,06/20/2006 00:00:00,20
31.072875,65.158015,06/24/2006 00:00:00,06/24/2006 00:00:00,47
32.920909,65.474153,06/26/2006 00:00:00,06/26/2006 00:00:00,10
34.122312,71.093693,06/20/2006 00:00:00,06/20/2006 00:00:00,6
34.95,71.133333,06/20/2006 00:00:00,06/20/2006 00:00:00,3
33.016315,65.04411,06/20/2006 00:00:00,06/20/2006 00:00:00,5
32.920909,65.474153,06/20/2006 00:00:00,06/20/2006 00:00:00,10
32.62675,65.873313,06/21/2006 00:00:00,06/21/2006 00:00:00,17
32.25,67.25,06/22/2006 00:00:00,06/23/2006 00:00:00,4
31.611795,65.705795,06/21/2006 00:00:00,06/21/2006 00:00:00,2
35.483273,71.314533,06/21/2006 00:00:00,06/21/2006 00:00:00,6
32.6864,65.2072,06/22/2006 00:00:00,06/22/2006 00:00:00,8
31.829363,64.608526,06/22/2006 00:00:00,06/22/2006 00:00:00,4
32.683043,66.030379,06/23/2006 00:00:00,06/23/2006 00:00:00,20
31.554798,65.439491,06/23/2006 00:00:00,06/23/2006 00:00:00,25
31.072875,65.158015,06/23/2006 00:00:00,06/23/2006 00:00:00,4
34.95455,70.914272,06/25/2006 00:00:00,06/25/2006 00:00:00,1
34.940555,69.265277,06/26/2006 00:00:00,06/26/2006 00:00:00,1
32.10368,66.905121,06/26/2006 00:00:00,06/26/2006 00:00:00,13
32.465816,64.737566,06/26/2006 00:00:00,06/26/2006 00:00:00,10
33.305843,68.446963,06/26/2006 00:00:00,06/26/2006 00:00:00,1
33.3999,68.3902,06/27/2006 00:00:00,06/27/2006 00:00:00,2
31.625941,63.861445,06/28/2006 00:00:00,06/28/2006 00:00:00,3
32.96454,65.64195,06/28/2006 00:00:00,06/28/2006 00:00:00,12
32.10368,66.905121,06/28/2006 00:00:00,06/28/2006 00:00:00,2
32.468709,64.47606,06/28/2006 00:00:00,06/28/2006 00:00:00,2
31.918721,67.151789,06/29/2006 00:00:00,06/29/2006 00:00:00,2
35.483273,71.314533,06/30/2006 00:00:00,06/30/2006 00:00:00,14
31,65.75,06/30/2006 00:00:00,06/30/2006 00:00:00,1
32.584696,65.465693,06/30/2006 00:00:00,06/30/2006 00:00:00,4
32.120374,64.994325,07/01/2006 00:00:00,07/01/2006 00:00:00,3
32.120374,64.994325,07/01/2006 00:00:00,07/01/2006 00:00:00,11
32.1089,64.8922,07/02/2006 00:00:00,07/02/2006 00:00:00,9
34.900056,70.924465,07/03/2006 00:00:00,07/03/2006 00:00:00,5
33.302296,68.325691,07/02/2006 00:00:00,07/02/2006 00:00:00,1
32.468709,64.47606,07/02/2006 00:00:00,07/02/2006 00:00:00,7
34.349991,62.200001,07/03/2006 00:00:00,07/03/2006 00:00:00,0
31.611795,65.705795,07/03/2006 00:00:00,07/03/2006 00:00:00,2
31.640454,65.397591,07/03/2006 00:00:00,07/03/2006 00:00:00,12
32.414291,65.02169,07/04/2006 00:00:00,07/04/2006 00:00:00,37
34.531094,69.162796,07/05/2006 00:00:00,07/05/2006 00:00:00,1
32.072639,64.830841,07/05/2006 00:00:00,07/05/2006 00:00:00,1
32.10368,66.905121,07/07/2006 00:00:00,07/07/2006 00:00:00,1
32.217008,67.567827,07/05/2006 00:00:00,07/05/2006 00:00:00,7
31.918721,67.151789,07/05/2006 00:00:00,07/05/2006 00:00:00,4
32.713324,69.27614,07/07/2006 00:00:00,07/07/2006 00:00:00,3
31,62.5,07/09/2006 00:00:00,07/10/2006 00:00:00,2
32.975216,69.395751,07/05/2006 00:00:00,07/05/2006 00:00:00,3
31.8768,64.7386,07/06/2006 00:00:00,07/06/2006 00:00:00,3
33.016315,65.04411,07/06/2006 00:00:00,07/06/2006 00:00:00,6
31.072875,65.158015,07/08/2006 00:00:00,07/08/2006 00:00:00,5
31.072875,65.158015,07/08/2006 00:00:00,07/09/2006 00:00:00,11
35.035862,69.99947,07/08/2006 00:00:00,07/08/2006 00:00:00,1
31.557203,65.434295,07/08/2006 00:00:00,07/08/2006 00:00:00,7
33.1725,68.788611,07/09/2006 00:00:00,07/09/2006 00:00:00,4
33.305843,68.446963,07/09/2006 00:00:00,07/09/2006 00:00:00,2
32.62675,65.873313,07/09/2006 00:00:00,07/10/2006 00:00:00,41
32.120374,64.994325,07/10/2006 00:00:00,07/10/2006 00:00:00,2
32.23872,64.797081,07/12/2006 00:00:00,07/12/2006 00:00:00,1
31.918721,67.151789,07/12/2006 00:00:00,07/12/2006 00:00:00,1
32.072639,64.830841,07/11/2006 00:00:00,07/11/2006 00:00:00,30
32.005213,65.500902,07/11/2006 00:00:00,07/11/2006 00:00:00,1
33.383334,69.883334,07/11/2006 00:00:00,07/11/2006 00:00:00,2
33.45882,69.994011,07/12/2006 00:00:00,07/12/2006 00:00:00,2
31.00568,66.4002,07/12/2006 00:00:00,07/12/2006 00:00:00,2
32.468709,64.47606,07/12/2006 00:00:00,07/12/2006 00:00:00,19
32.858299,66.033302,07/13/2006 00:00:00,07/13/2006 00:00:00,7
32.612577,66.688212,07/16/2006 00:00:00,07/16/2006 00:00:00,1
32.62675,65.873313,07/13/2006 00:00:00,07/13/2006 00:00:00,7
32.584696,65.465693,07/14/2006 00:00:00,07/14/2006 00:00:00,5
33.449997,68.384987,07/13/2006 00:00:00,07/13/2006 00:00:00,1
32.8388,65.9923,07/13/2006 00:00:00,07/13/2006 00:00:00,6
32.706,65.8593,07/13/2006 00:00:00,07/13/2006 00:00:00,6
31.8768,64.7386,07/13/2006 00:00:00,07/14/2006 00:00:00,3
31.9014,64.7449,07/13/2006 00:00:00,07/14/2006 00:00:00,3
33.2865,70.0086,07/14/2006 00:00:00,07/14/2006 00:00:00,1
31.918721,67.151789,07/14/2006 00:00:00,07/14/2006 00:00:00,4
32.25,67.25,07/15/2006 00:00:00,07/15/2006 00:00:00,3
32.120374,64.994325,07/15/2006 00:00:00,07/15/2006 00:00:00,27
32.110691,65.042892,07/15/2006 00:00:00,07/15/2006 00:00:00,8
32.10368,66.905121,07/15/2006 00:00:00,07/15/2006 00:00:00,1
33.694954,68.892803,07/15/2006 00:00:00,07/15/2006 00:00:00,0
33.5629,69.8768,07/15/2006 00:00:00,07/15/2006 00:00:00,2
33.589794,69.232445,07/16/2006 00:00:00,07/16/2006 00:00:00,6
33.054092,61.864208,07/16/2006 00:00:00,07/16/2006 00:00:00,0
32.62675,65.873313,07/17/2006 00:00:00,07/17/2006 00:00:00,1
32.920909,65.474153,07/18/2006 00:00:00,07/18/2006 00:00:00,1
32.465816,64.737566,07/19/2006 00:00:00,07/19/2006 00:00:00,1
32.997793,66.690348,07/16/2006 00:00:00,07/16/2006 00:00:00,2
31.788546,64.680084,07/17/2006 00:00:00,07/17/2006 00:00:00,3
31.579996,64.377396,07/17/2006 00:00:00,07/17/2006 00:00:00,4
32.716667,67.633333,07/17/2006 00:00:00,07/17/2006 00:00:00,4
32.080455,66.007358,07/16/2006 00:00:00,07/18/2006 00:00:00,2
31.579996,64.377396,07/18/2006 00:00:00,07/18/2006 00:00:00,1
31.1308,64.211029,07/19/2006 00:00:00,07/19/2006 00:00:00,2
30.852922,64.131675,07/20/2006 00:00:00,07/20/2006 00:00:00,6
33.1725,68.788611,07/21/2006 00:00:00,07/21/2006 00:00:00,1
34.663769,70.20739,07/21/2006 00:00:00,07/21/2006 00:00:00,1
30.852922,64.131675,07/21/2006 00:00:00,07/22/2006 00:00:00,13
31.611795,65.705795,07/22/2006 00:00:00,07/22/2006 00:00:00,8
32.716667,67.633333,07/22/2006 00:00:00,07/22/2006 00:00:00,4
31.579996,64.377396,07/23/2006 00:00:00,07/23/2006 00:00:00,19
33.45882,69.994011,07/23/2006 00:00:00,07/23/2006 00:00:00,3
31.220671,65.749792,07/24/2006 00:00:00,07/24/2006 00:00:00,1
35.087478,65.122333,07/23/2006 00:00:00,07/23/2006 00:00:00,2
32.21683,62.88273,07/24/2006 00:00:00,07/24/2006 00:00:00,3
32.5,62.5,07/24/2006 00:00:00,07/24/2006 00:00:00,5
34.939762,71.058395,07/24/2006 00:00:00,07/24/2006 00:00:00,1
32.713324,69.27614,07/24/2006 00:00:00,07/24/2006 00:00:00,7
30.852922,64.131675,07/26/2006 00:00:00,07/26/2006 00:00:00,5
34.531094,69.162796,07/25/2006 00:00:00,07/25/2006 00:00:00,3
33.186133,69.74619,07/25/2006 00:00:00,07/25/2006 00:00:00,1
32.3265,64.7564,07/25/2006 00:00:00,07/25/2006 00:00:00,5
30.852922,64.131675,07/25/2006 00:00:00,07/25/2006 00:00:00,7
31.611795,65.705795,07/26/2006 00:00:00,07/26/2006 00:00:00,1
31.519681,66.552678,07/29/2006 00:00:00,07/29/2006 00:00:00,3
32.080455,66.007358,07/30/2006 00:00:00,07/30/2006 00:00:00,1
32.1726,66.9949,07/26/2006 00:00:00,07/26/2006 00:00:00,1
31.640454,65.397591,07/27/2006 00:00:00,07/27/2006 00:00:00,3
31.640454,65.397591,07/27/2006 00:00:00,07/27/2006 00:00:00,4
34.797169,69.67923,07/27/2006 00:00:00,07/27/2006 00:00:00,1
34.797169,69.67923,07/28/2006 00:00:00,07/28/2006 00:00:00,1
30.852922,64.131675,07/28/2006 00:00:00,07/28/2006 00:00:00,14
34.797169,69.67923,07/28/2006 00:00:00,07/28/2006 00:00:00,5
32.920909,65.474153,07/29/2006 00:00:00,07/29/2006 00:00:00,20
32.252137,68.326306,07/30/2006 00:00:00,07/30/2006 00:00:00,6
30.852922,64.131675,07/30/2006 00:00:00,07/30/2006 00:00:00,23
32.713324,69.27614,07/30/2006 00:00:00,07/30/2006 00:00:00,4
31.557203,65.434295,08/03/2006 00:00:00,08/03/2006 00:00:00,1
34.3856,70.4428,07/31/2006 00:00:00,07/31/2006 00:00:00,8
31.557203,65.434295,08/03/2006 00:00:00,08/03/2006 00:00:00,3
32.465816,64.737566,08/01/2006 00:00:00,08/01/2006 00:00:00,3
34.531094,69.162796,08/01/2006 00:00:00,08/01/2006 00:00:00,0
30.715969,64.116051,08/01/2006 00:00:00,08/01/2006 00:00:00,19
30.852922,64.131675,08/02/2006 00:00:00,08/02/2006 00:00:00,10
31.544444,65.463888,08/03/2006 00:00:00,08/03/2006 00:00:00,22
31.83052,64.58823,08/03/2006 00:00:00,08/03/2006 00:00:00,9
34.504873,68.987278,08/03/2006 00:00:00,08/03/2006 00:00:00,0
31.5819,64.99308,08/04/2006 00:00:00,08/04/2006 00:00:00,1
32.350174,64.772322,08/07/2006 00:00:00,08/07/2006 00:00:00,2
33.305843,68.446963,08/08/2006 00:00:00,08/08/2006 00:00:00,4
33.414025,68.207658,08/04/2006 00:00:00,08/04/2006 00:00:00,2
32.080455,66.007358,08/05/2006 00:00:00,08/05/2006 00:00:00,2
35.462075,63.469625,08/05/2006 00:00:00,08/06/2006 00:00:00,0
30.852922,64.131675,08/05/2006 00:00:00,08/06/2006 00:00:00,17
31.611795,65.705795,08/06/2006 00:00:00,08/06/2006 00:00:00,1
32.465816,64.737566,08/06/2006 00:00:00,08/06/2006 00:00:00,1
31.640454,65.397591,08/06/2006 00:00:00,08/06/2006 00:00:00,6
31.072875,65.158015,08/06/2006 00:00:00,08/06/2006 00:00:00,6
31.1308,64.211029,08/07/2006 00:00:00,08/07/2006 00:00:00,2
32.416667,68.75,08/07/2006 00:00:00,08/07/2006 00:00:00,1
32.465816,64.737566,08/08/2006 00:00:00,08/08/2006 00:00:00,1
35.483273,71.314533,08/08/2006 00:00:00,08/08/2006 00:00:00,15
32.25,67.25,08/09/2006 00:00:00,08/09/2006 00:00:00,1
32.252137,68.326306,08/09/2006 00:00:00,08/09/2006 00:00:00,2
31.725736,67.390181,08/12/2006 00:00:00,08/12/2006 00:00:00,1
31.525591,65.429192,08/09/2006 00:00:00,08/09/2006 00:00:00,20
34.428844,70.45575,08/09/2006 00:00:00,08/09/2006 00:00:00,0
35.227695,71.028372,08/11/2006 00:00:00,08/11/2006 00:00:00,3
31.00568,66.4002,08/11/2006 00:00:00,08/11/2006 00:00:00,2
33.33333,67.75,08/11/2006 00:00:00,08/11/2006 00:00:00,0
34.5567,70.2105,08/12/2006 00:00:00,08/12/2006 00:00:00,0
30.852922,64.131675,08/12/2006 00:00:00,08/12/2006 00:00:00,6
33.063712,68.344562,08/14/2006 00:00:00,08/14/2006 00:00:00,4
32.713324,69.27614,08/13/2006 00:00:00,08/13/2006 00:00:00,23
31.7936,68.4027,08/17/2006 00:00:00,08/17/2006 00:00:00,10
32.3348,65.0943,08/14/2006 00:00:00,08/14/2006 00:00:00,13
32.713324,69.27614,08/14/2006 00:00:00,08/14/2006 00:00:00,1
32.388298,63.484306,08/14/2006 00:00:00,08/14/2006 00:00:00,6
32.6018,67.4925,08/13/2006 00:00:00,08/15/2006 00:00:00,2
32.62675,65.873313,08/13/2006 00:00:00,08/15/2006 00:00:00,0
34.867355,71.130241,08/16/2006 00:00:00,08/16/2006 00:00:00,9
31.611795,65.705795,08/17/2006 00:00:00,08/17/2006 00:00:00,1
32.62675,65.873313,08/17/2006 00:00:00,08/17/2006 00:00:00,2
32.416667,68.75,08/18/2006 00:00:00,08/18/2006 00:00:00,1
32.217008,67.567827,08/18/2006 00:00:00,08/18/2006 00:00:00,1
31,65.75,08/19/2006 00:00:00,08/19/2006 00:00:00,1
34.95455,70.914272,08/19/2006 00:00:00,08/19/2006 00:00:00,3
31.984,63.266,08/19/2006 00:00:00,08/19/2006 00:00:00,10
32.920909,65.474153,08/19/2006 00:00:00,08/19/2006 00:00:00,2
31.544444,65.463888,08/19/2006 00:00:00,08/19/2006 00:00:00,40
31.544444,65.463888,08/19/2006 00:00:00,08/19/2006 00:00:00,11
31.497393,65.431099,08/19/2006 00:00:00,08/19/2006 00:00:00,25
32.120374,64.994325,08/20/2006 00:00:00,08/20/2006 00:00:00,1
32.21683,62.88273,08/20/2006 00:00:00,08/20/2006 00:00:00,3
31.53468,64.240222,08/20/2006 00:00:00,08/20/2006 00:00:00,3
32.468709,64.47606,08/20/2006 00:00:00,08/20/2006 00:00:00,9
32.465816,64.737566,08/20/2006 00:00:00,08/20/2006 00:00:00,5
33.383334,69.883334,08/20/2006 00:00:00,08/20/2006 00:00:00,2
32.468709,64.47606,08/21/2006 00:00:00,08/21/2006 00:00:00,9
31.611795,65.705795,08/22/2006 00:00:00,08/22/2006 00:00:00,3
32.975216,69.395751,08/22/2006 00:00:00,08/22/2006 00:00:00,5
31.220671,65.749792,08/22/2006 00:00:00,08/22/2006 00:00:00,3
31.640454,65.397591,08/22/2006 00:00:00,08/22/2006 00:00:00,11
32.860043,67.181449,08/23/2006 00:00:00,08/23/2006 00:00:00,19
35.03315,71.356758,08/24/2006 00:00:00,08/24/2006 00:00:00,8
32.511956,66.987372,08/25/2006 00:00:00,08/25/2006 00:00:00,6
33.105809,65.542705,08/25/2006 00:00:00,08/25/2006 00:00:00,15
32.945127,67.783463,08/25/2006 00:00:00,08/25/2006 00:00:00,1
34.783333,70.183333,08/25/2006 00:00:00,08/25/2006 00:00:00,2
32.83333,66,08/27/2006 00:00:00,08/27/2006 00:00:00,1
32.465816,64.737566,08/25/2006 00:00:00,08/25/2006 00:00:00,7
31.640454,65.397591,08/26/2006 00:00:00,08/26/2006 00:00:00,0
32.465816,64.737566,08/26/2006 00:00:00,08/26/2006 00:00:00,10
31,64,08/27/2006 00:00:00,08/27/2006 00:00:00,1
32.170359,63.379117,08/28/2006 00:00:00,08/28/2006 00:00:00,1
33.589444,69.665383,08/27/2006 00:00:00,08/27/2006 00:00:00,2
31.724611,61.320915,08/27/2006 00:00:00,08/27/2006 00:00:00,5
35.483273,71.314533,08/27/2006 00:00:00,08/27/2006 00:00:00,2
32.920909,65.474153,08/28/2006 00:00:00,08/28/2006 00:00:00,18
33.220631,67.996501,08/28/2006 00:00:00,08/28/2006 00:00:00,2
31.579996,64.377396,08/28/2006 00:00:00,08/28/2006 00:00:00,21
31.829363,64.608526,08/29/2006 00:00:00,08/29/2006 00:00:00,2
33.371292,68.438499,08/29/2006 00:00:00,08/29/2006 00:00:00,2
33.75,66.25,09/01/2006 00:00:00,09/01/2006 00:00:00,2
31.231766,66.033102,08/29/2006 00:00:00,08/29/2006 00:00:00,2
34.531094,69.162796,08/29/2006 00:00:00,08/29/2006 00:00:00,4
32.563758,68.131147,08/30/2006 00:00:00,08/30/2006 00:00:00,1
32.15387,66.99823,08/31/2006 00:00:00,08/31/2006 00:00:00,2
32.4037,64.4661,08/31/2006 00:00:00,08/31/2006 00:00:00,2
31.829363,64.608526,08/31/2006 00:00:00,08/31/2006 00:00:00,1
